序号,提交答卷时间,所用时间,来源,来源详情,来自IP,1. 这项AI文旅服务容易找到、容易启动，我不需要花费太多时间寻找入口。,2. 第一次使用这项服务时，我很快就学会了基本操作。,3. 这项服务响应及时、运行稳定，很少出现卡顿、掉线或重复操作。,4. 这项服务提供的信息、讲解、识别、推荐或执行结果准确可信。,5. 这项服务与当时的场所、游览流程和我的实际需要相匹配。,6. 这项服务减少了我在游览、参观或住宿中的操作负担，使过程更轻松。,7. 使用过程中，我能自主决定节奏和关注内容，不容易感到困惑或失去控制。,8. 这项服务增强了我对现场空间、展项、故事或目的地的沉浸感。,9. 这项服务使本次体验更有趣，激发了我的好奇心和继续探索的愿望。,10. 这项服务让我与人物、故事、地方或同行者产生了更强的情感联系。,11. 这项服务帮助我理解了具体的历史事件、人物、技艺或文化概念。,12. 这项服务帮助我把零散信息联系到更完整的历史、地域或社会背景中。,13. 体验结束后，我还能回想起至少一个通过这项服务新了解到的具体文化知识点。,14. 这项服务尊重史实和文化语境，能够体现真实的地方特色，没有明显歪曲或过度简化。,15. 体验后，我更愿意继续学习、保护、参与相关文化活动，或向他人介绍这些文化内容。,16. 这项服务提高了我在有限时间内获得有效体验的效率，减少了排队、迷路或无效移动。,17. 这项服务让不同年龄、语言或身体条件的人更容易参与文旅活动。,18. 这项服务增强了我延长停留、参与餐饮/文创/演出等延伸消费或为有价值服务付费的意愿。,19. 如果下次再次到访，我愿意继续使用这项服务，并愿意向亲友推荐它。,20. 总体而言，这项AI文旅服务明显改善了我的体验，并提升了我对该场所文旅服务价值的认可。,21. 如果您觉得这次AI文旅体验不舒适，请具体说明:不舒适发生在什么场景或哪项功能中?主要原因是什么?您出现了哪些身体或心理感受（如眩晕、眼疲劳、头痛、紧张、信息过载、被打扰、缺少真实感、隐私担忧等）?您希望如何改进?【开放题】,tech_empowerment,visitor_experience,cultural_value,economic_social_gain,target_score,raw_q1,raw_q10,raw_q11,raw_q12,raw_q13,raw_q14,raw_q15,raw_q16,raw_q2,raw_q3,raw_q4,raw_q5,raw_q6,raw_q7,raw_q8,raw_q9,raw_q17,raw_q18,raw_q19,raw_q20,valid_items
170,2026/8/6 19:36:37,23秒,手机提交,直接访问,223.80.50.224(山东-青岛),1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,(空),25.0,30.0,30.0,30.0,28.75,1,2,1,1,2,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,16
171,2026/8/6 19:37:19,57秒,手机提交,直接访问,223.104.194.78(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,没有的,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
172,2026/8/6 19:38:28,54秒,微信,,223.104.194.73(山东-济南),3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,无,45.0,40.0,40.0,45.0,42.25,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,16
173,2026/8/6 19:39:47,89秒,微信,,60.15.135.16(黑龙江-绥化),2,2,2,2,2,2,1,2,3,1,1,1,2,2,1,2,1,2,1,3,无,40.0,35.0,30.0,35.0,35.0,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,3,1,2,1,3,16
174,2026/8/6 19:47:31,39秒,手机提交,直接访问,223.104.196.250(山东-菏泽),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
175,2026/8/6 19:47:40,529秒,手机提交,直接访问,112.9.115.95(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
176,2026/8/6 19:49:03,26秒,微信,,39.144.0.119(山东-菏泽),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,暂无,40.0,40.0,40.0,40.0,40.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16
177,2026/8/6 20:02:18,38秒,微信,,112.224.161.21(山东-济南),2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,无,40.0,40.0,35.0,40.0,38.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,16
178,2026/8/6 20:02:48,46秒,微信,,223.104.194.191(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,无,20.0,20.0,20.0,35.0,23.0,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,16
179,2026/8/6 20:02:51,38秒,微信,,120.225.168.129(山东-滨州),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
180,2026/8/6 20:02:52,54秒,微信,,182.33.194.134(山东-潍坊),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
181,2026/8/6 20:04:42,130秒,微信,,112.224.144.222(山东-东营),2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,4,1,1,(空),30.0,30.0,20.0,25.0,26.5,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,4,1,1,16
182,2026/8/6 20:05:03,113秒,微信,,112.224.161.21(山东-济南),2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,没有什么不适 再接再厉加油呀,40.0,35.0,40.0,40.0,38.5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,16
183,2026/8/6 20:05:04,113秒,微信,,27.202.56.56(山东-东营),1,2,3,3,2,2,2,3,3,3,1,1,3,3,1,2,2,3,2,2,(空),45.0,45.0,40.0,45.0,43.75,1,3,1,1,3,3,1,2,2,3,3,2,2,2,3,3,2,3,2,2,16
184,2026/8/6 20:06:15,250秒,微信,,39.144.241.174(安徽-滁州),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,没有不舒服,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
185,2026/8/6 20:10:10,169秒,微信,,112.224.144.222(山东-东营),2,1,2,1,3,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,(空),30.0,30.0,20.0,25.0,26.5,2,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,3,3,1,1,16
186,2026/8/6 20:10:46,29秒,微信,,123.168.84.222(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
187,2026/8/6 20:11:15,321秒,手机提交,直接访问,112.8.222.125(山东-德州),2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,2,(空),35.0,30.0,25.0,35.0,31.0,2,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,16
188,2026/8/6 20:11:19,54秒,微信,,223.104.195.21(山东-泰安),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
189,2026/8/6 20:13:07,128秒,微信,,123.168.84.222(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
190,2026/8/6 20:13:18,173秒,微信,,111.17.52.62(山东-泰安),1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,(空),30.0,30.0,20.0,20.0,25.5,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,16
191,2026/8/6 20:16:07,713秒,微信,,223.104.194.191(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
192,2026/8/6 20:21:41,24秒,微信,,223.160.148.64(辽宁-大连),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
193,2026/8/6 20:25:00,63秒,微信,,112.224.13.225(山东-济南),2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,无,40.0,35.0,30.0,40.0,36.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,16
194,2026/8/6 20:25:52,33秒,微信,,39.144.109.190(山东-聊城),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
195,2026/8/6 20:28:57,89秒,微信,,182.33.194.134(山东-潍坊),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
196,2026/8/6 20:29:51,30秒,微信,,112.224.162.214(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
197,2026/8/6 20:31:44,78秒,手机提交,直接访问,117.35.173.58(陕西-西安),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,AI反应不够及时，偶尔会理解错意思,40.0,40.0,40.0,40.0,40.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16
198,2026/8/6 20:31:45,57秒,手机提交,直接访问,112.7.122.19(山东-潍坊),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
199,2026/8/6 20:35:56,26秒,手机提交,直接访问,112.38.120.73(山东-临沂),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,(空),40.0,40.0,40.0,40.0,40.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16
200,2026/8/6 20:36:16,167秒,微信,,112.36.70.164(山东-济宁),1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,没有不要舒适的地方,35.0,35.0,45.0,40.0,38.5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,16
201,2026/8/6 20:37:45,44秒,微信,,112.240.131.145(山东-菏泽),1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,无,30.0,40.0,40.0,40.0,37.5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,16
202,2026/8/6 20:40:04,234秒,手机提交,直接访问,112.38.120.73(山东-临沂),1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,(空),35.0,40.0,45.0,40.0,40.0,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16
203,2026/8/6 20:42:13,36秒,微信,,113.227.114.155(辽宁-大连),1,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,(空),25.0,35.0,25.0,30.0,29.0,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,16
204,2026/8/6 20:44:03,26秒,手机提交,直接访问,223.104.194.73(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
205,2026/8/6 20:44:40,28秒,手机提交,直接访问,223.104.194.73(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
206,2026/8/6 21:40:55,42秒,微信,,123.129.89.163(山东-东营),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
207,2026/8/6 22:23:35,143秒,手机提交,直接访问,112.38.164.61(山东-济南),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,(空),40.0,40.0,40.0,40.0,40.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16
208,2026/8/6 22:31:05,87秒,微信,,39.144.0.38(山东-菏泽),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
209,2026/8/6 22:39:09,125秒,微信,,223.104.194.107(山东-济南),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,(空),40.0,40.0,40.0,40.0,40.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16
210,2026/8/6 23:10:35,24秒,微信,,120.225.93.197(山东-淄博),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
211,2026/8/6 23:10:43,40秒,微信,,39.144.0.201(山东-菏泽),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
212,2026/8/6 23:11:13,19秒,微信,,112.38.120.73(山东-临沂),2,2,2,2,2,2,2,1,1,3,1,1,2,2,2,2,1,2,3,1,(空),40.0,35.0,30.0,40.0,36.0,2,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,1,16
213,2026/8/7 0:36:07,97秒,手机提交,直接访问,120.225.145.39(山东-菏泽),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,无,40.0,40.0,40.0,40.0,40.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16
214,2026/8/7 7:32:53,159秒,微信,,223.96.86.226(山东-淄博),2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),40.0,20.0,20.0,20.0,25.0,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,16
215,2026/8/7 7:45:23,23秒,微信,,223.104.195.75(山东-泰安),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
216,2026/8/7 9:23:27,187秒,微信,,120.225.240.240(山东-青岛),2,2,2,2,3,2,2,3,2,3,2,2,3,2,2,2,2,2,2,3,(空),40.0,50.0,45.0,45.0,45.25,2,3,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,16
217,2026/8/7 9:24:08,151秒,微信,,112.224.195.235(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无不适,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
218,2026/8/7 9:24:14,22秒,微信,,112.224.202.14(山东-烟台),1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,无,20.0,20.0,20.0,25.0,21.0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,16
219,2026/8/7 9:24:49,51秒,微信,,223.104.195.16(山东-泰安),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
220,2026/8/7 9:25:16,132秒,微信,,223.160.126.118(河南-郑州),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,wu,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
221,2026/8/7 9:26:27,45秒,微信,,112.9.120.107(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
222,2026/8/7 9:28:31,98秒,微信,,58.210.189.250(江苏-苏州),1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,25.0,20.0,20.0,20.0,21.25,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
223,2026/8/7 9:29:10,114秒,微信,,112.9.120.107(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
224,2026/8/7 9:36:17,108秒,微信,,112.9.179.220(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,非常好,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
225,2026/8/7 9:36:20,146秒,微信,,60.209.24.71(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
226,2026/8/7 9:40:50,55秒,微信,,223.104.194.120(山东-济南),2,3,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,(空),45.0,45.0,45.0,45.0,45.0,2,2,2,3,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,16
227,2026/8/7 9:43:34,345秒,微信,,112.224.194.195(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,没有挺好的,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
228,2026/8/7 10:09:57,37秒,手机提交,直接访问,39.144.231.171(贵州-贵阳),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,没有,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
229,2026/8/7 10:11:47,86秒,微信,,39.144.231.171(贵州-贵阳),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,没有,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
230,2026/8/7 10:13:06,137秒,微信,,112.254.152.215(山东-青岛),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,广告太多，功能不够全面,60.0,60.0,60.0,60.0,60.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16
231,2026/8/7 10:25:36,113秒,微信,,27.193.12.224(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
232,2026/8/7 10:26:02,91秒,微信,,223.79.57.61(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,很好,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
233,2026/8/7 10:32:11,146秒,微信,,112.224.11.201(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,没有不舒适,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
234,2026/8/7 10:34:51,176秒,微信,,123.168.226.124(山东-潍坊),1,1,1,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,(空),25.0,30.0,30.0,20.0,26.75,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,1,1,1,1,16
235,2026/8/7 10:38:12,2540秒,微信,,42.63.223.190(宁夏-吴忠),1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,(空),25.0,35.0,25.0,20.0,27.0,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,3,16
236,2026/8/7 10:50:03,88秒,微信,,182.34.59.70(山东-烟台),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
237,2026/8/7 10:51:48,258秒,微信,,112.224.9.208(山东-济南),2,5,4,2,4,2,3,3,3,4,4,3,4,4,4,2,3,2,4,4,可以可以,65.0,60.0,70.0,70.0,65.75,2,4,4,3,4,4,4,2,5,4,2,4,2,3,3,3,3,2,4,4,16
238,2026/8/7 10:55:36,147秒,微信,,123.168.237.70(山东-潍坊),1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,2,2,(空),20.0,35.0,35.0,20.0,28.25,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,2,2,16
239,2026/8/7 11:00:30,200秒,微信,,223.81.122.168(山东-青岛),1,1,3,2,1,1,1,3,1,2,1,1,1,1,1,1,3,5,3,1,1145,35.0,30.0,25.0,20.0,28.0,1,2,1,1,1,1,1,1,1,3,2,1,1,1,3,1,3,5,3,1,16
240,2026/8/7 11:08:29,108秒,微信,,182.34.102.57(山东-烟台),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,并无任何不适，是非常人性化的ai服务内容,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
241,2026/8/7 11:13:50,3002秒,微信,,120.225.228.160(山东-青岛),1,1,1,2,3,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1,无,25.0,45.0,45.0,35.0,38.0,1,3,2,2,2,2,2,1,1,1,2,3,2,2,2,2,1,1,2,1,16
242,2026/8/7 11:18:46,108秒,微信,,111.17.81.128(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
243,2026/8/7 11:22:49,66秒,微信,,111.16.251.181(山东-东营),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
244,2026/8/7 11:27:04,39秒,微信,,39.64.59.253(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
245,2026/8/7 11:27:04,45秒,微信,,39.78.139.82(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
246,2026/8/7 11:30:31,197秒,微信,,182.34.59.70(山东-烟台),1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,没有上述的问题,20.0,20.0,25.0,40.0,25.25,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,16
247,2026/8/7 11:32:13,105秒,微信,,119.163.102.2(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
248,2026/8/7 11:32:19,120秒,微信,,119.163.102.2(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
249,2026/8/7 11:32:36,47秒,微信,,112.36.238.70(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
250,2026/8/7 11:42:43,271秒,微信,,123.168.226.173(山东-潍坊),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
251,2026/8/7 11:43:52,131秒,微信,,112.8.138.61(山东-淄博),1,1,1,1,1,4,4,2,3,2,3,2,2,2,2,4,3,1,2,3,(空),20.0,55.0,50.0,50.0,44.0,1,2,3,2,2,2,2,4,1,1,1,1,4,4,2,3,3,1,2,3,16
252,2026/8/7 12:01:11,81秒,微信,,39.82.25.43(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
253,2026/8/7 12:11:29,34秒,微信,,119.162.154.193(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
254,2026/8/7 12:12:40,34秒,微信,,119.162.154.193(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
255,2026/8/7 12:13:17,39秒,微信,,119.162.154.193(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
256,2026/8/7 12:21:28,48秒,微信,,120.225.24.152(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
257,2026/8/7 12:36:32,27秒,微信,,223.104.196.99(山东-济宁),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
258,2026/8/7 12:37:39,28秒,微信,,39.71.178.151(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
