review_text,image_path,audio_path,tech_empowerment,visitor_experience,cultural_value,economic_social_gain,q1,q10,q11,q12,q13,q14,q15,q16,q2,q3,q4,q5,q6,q7,q8,q9,q17,q18,q19,q20,提交答卷时间,所用时间,来源,来源详情,17. 这项服务让不同年龄、语言或身体条件的人更容易参与文旅活动。,19. 如果下次再次到访，我愿意继续使用这项服务，并愿意向亲友推荐它。,21. 如果您觉得这次AI文旅体验不舒适，请具体说明:不舒适发生在什么场景或哪项功能中?主要原因是什么?您出现了哪些身体或心理感受（如眩晕、眼疲劳、头痛、紧张、信息过载、被打扰、缺少真实感、隐私担忧等）?您希望如何改进?【开放题】,valid_items,target_score
无,,,80.0,90.0,90.0,70.0,4,5,5,5,3,3,5,3,4,5,3,4,5,4,5,3,5,5,4,5,2026/8/7 14:38:15,75秒,链接,直接访问,5,4,无,16,83.5
无,,,55.0,40.0,55.0,50.0,3,2,3,3,1,3,3,3,3,2,3,3,1,1,3,3,2,1,1,3,2026/8/7 14:38:40,77秒,链接,直接访问,2,1,无,16,49.5
无,,,30.0,45.0,35.0,30.0,1,1,2,1,2,1,2,1,1,2,2,3,3,2,1,3,3,1,1,3,2026/8/7 14:39:50,81秒,链接,直接访问,3,1,无,16,35.75
无,,,30.0,35.0,30.0,25.0,3,1,2,2,1,1,2,1,1,1,1,2,1,1,3,1,2,2,3,3,2026/8/7 14:40:07,74秒,链接,直接访问,2,3,无,16,30.5
无,,,75.0,65.0,80.0,70.0,5,3,4,5,4,3,3,4,3,4,3,3,3,4,3,4,5,5,4,5,2026/8/7 14:40:22,144秒,链接,直接访问,5,4,无,16,72.25
无,,,30.0,35.0,40.0,55.0,1,3,3,1,3,3,3,2,1,2,2,2,1,3,1,1,1,1,2,3,2026/8/7 14:40:44,111秒,链接,直接访问,1,2,无,16,39.0
无,,,90.0,70.0,70.0,85.0,5,3,3,3,3,5,4,5,5,4,4,3,3,5,3,5,4,3,5,4,2026/8/7 14:41:25,83秒,手机提交,直接访问,4,5,无,16,78.0
无,,,70.0,80.0,75.0,85.0,4,4,5,3,5,4,3,5,3,4,3,4,3,5,4,3,3,3,3,4,2026/8/7 14:41:37,133秒,手机提交,直接访问,3,3,无,16,77.25
无,,,95.0,95.0,75.0,80.0,5,4,4,3,5,3,3,5,4,5,5,5,5,5,4,4,4,5,5,3,2026/8/7 14:42:04,104秒,手机提交,直接访问,4,5,无,16,87.0
无,,,45.0,35.0,50.0,30.0,3,3,2,2,1,1,1,3,1,2,3,2,2,2,1,3,2,1,3,3,2026/8/7 14:42:08,120秒,链接,直接访问,2,3,无,16,40.25
无,,,45.0,35.0,35.0,45.0,3,1,1,2,2,3,3,1,2,1,3,3,1,1,2,3,3,1,1,3,2026/8/7 14:42:17,105秒,链接,直接访问,3,1,无,16,39.5
无,,,90.0,70.0,80.0,70.0,5,4,4,4,3,3,4,4,4,5,4,4,3,4,3,4,4,4,4,4,2026/8/7 14:42:34,103秒,手机提交,直接访问,4,4,无,16,77.5
无,,,30.0,30.0,40.0,45.0,3,3,1,1,3,2,3,1,1,1,1,2,1,1,2,3,3,1,3,2,2026/8/7 14:42:48,118秒,链接,直接访问,3,3,无,16,35.5
无,,,45.0,50.0,35.0,30.0,2,3,1,1,2,1,2,1,3,3,1,3,3,1,3,2,1,1,3,3,2026/8/7 14:43:10,114秒,链接,直接访问,1,3,无,16,41.0
无,,,75.0,75.0,90.0,85.0,4,5,4,4,4,4,5,4,3,3,5,3,3,5,4,5,3,3,3,4,2026/8/7 14:43:36,116秒,手机提交,直接访问,3,3,无,16,80.75
无,,,40.0,40.0,35.0,30.0,3,1,2,3,1,1,2,2,2,1,2,1,1,3,3,1,3,2,2,1,2026/8/7 14:43:48,70秒,链接,直接访问,3,2,无,16,36.75
无,,,55.0,40.0,55.0,30.0,3,3,3,3,1,1,2,2,3,2,3,3,2,2,1,2,2,3,1,1,2026/8/7 14:44:14,121秒,链接,直接访问,2,1,无,16,45.5
无,,,70.0,75.0,75.0,80.0,5,4,3,5,3,5,4,4,3,3,3,5,3,4,3,3,3,4,5,4,2026/8/7 14:44:29,89秒,微信,,3,5,无,16,74.75
无,,,40.0,25.0,30.0,30.0,1,1,1,1,3,1,1,1,2,3,2,1,1,2,1,3,1,1,1,1,2026/8/7 14:45:05,127秒,链接,直接访问,1,1,无,16,31.0
无,,,40.0,50.0,60.0,50.0,2,3,3,3,3,2,2,3,2,2,2,3,3,2,2,3,2,1,2,2,2026/8/7 14:45:34,102秒,链接,直接访问,2,2,无,16,50.0
无,,,55.0,45.0,45.0,40.0,3,3,2,2,1,3,2,2,2,3,3,1,3,3,2,2,3,2,2,2,2026/8/7 14:45:41,100秒,链接,直接访问,3,2,无,16,46.5
无,,,65.0,90.0,65.0,65.0,4,4,3,3,4,3,3,3,3,3,3,4,5,4,5,3,3,3,5,4,2026/8/7 14:46:20,129秒,微信,,3,5,无,16,72.5
无,,,85.0,80.0,70.0,90.0,5,4,4,3,5,4,4,5,5,3,4,5,3,5,3,3,4,4,5,3,2026/8/7 14:46:52,88秒,微信,,4,5,无,16,80.75
无,,,70.0,80.0,75.0,85.0,3,4,4,4,5,5,4,3,4,3,4,5,4,4,3,3,5,4,5,4,2026/8/7 14:47:42,71秒,微信,,5,5,无,16,77.25
无,,,85.0,75.0,95.0,80.0,4,5,5,5,5,4,4,3,4,4,5,3,4,3,5,4,4,5,5,3,2026/8/7 14:47:44,106秒,微信,,4,5,无,16,83.5
无,,,40.0,30.0,40.0,30.0,3,1,1,3,1,1,2,2,1,2,2,1,2,2,1,3,2,1,2,2,2026/8/7 14:47:59,109秒,链接,直接访问,2,2,无,16,35.0
无,,,75.0,95.0,85.0,85.0,5,3,5,4,4,4,4,5,3,4,3,5,5,4,5,5,3,5,5,4,2026/8/7 14:48:04,112秒,微信,,3,5,无,16,85.5
无,,,50.0,30.0,45.0,40.0,2,2,3,3,3,1,2,2,2,3,3,1,1,3,1,1,1,1,2,2,2026/8/7 14:48:46,110秒,链接,直接访问,1,2,无,16,40.75
无,,,40.0,55.0,55.0,35.0,2,3,3,2,1,3,2,1,2,3,1,3,3,3,2,3,3,2,2,2,2026/8/7 14:49:13,109秒,链接,直接访问,3,2,无,16,47.25
无,,,90.0,90.0,85.0,80.0,5,4,4,5,4,4,5,3,4,4,5,4,5,4,5,4,5,5,4,4,2026/8/7 14:49:16,105秒,微信,,5,4,无,16,86.75
无,,,40.0,40.0,45.0,45.0,1,2,1,3,1,3,3,2,3,3,1,3,1,2,2,3,2,3,1,2,2026/8/7 14:49:33,107秒,链接,直接访问,2,1,无,16,42.25
无,,,80.0,75.0,75.0,75.0,5,5,3,4,4,4,3,4,4,4,3,4,4,4,3,3,5,3,5,3,2026/8/7 14:49:56,101秒,微信,,5,5,无,16,76.25
无,,,30.0,45.0,40.0,45.0,2,2,1,3,3,1,2,3,2,1,1,3,2,3,1,2,2,2,1,2,2026/8/7 14:50:15,103秒,链接,直接访问,2,1,无,16,40.0
无,,,85.0,85.0,95.0,85.0,4,5,5,4,4,4,4,5,5,5,3,4,5,5,3,5,5,3,3,5,2026/8/7 14:50:23,95秒,微信,,5,3,无,16,87.5
无,,,75.0,80.0,80.0,85.0,3,3,4,4,4,5,4,4,5,3,4,5,4,3,4,5,5,4,5,4,2026/8/7 14:50:28,92秒,微信,,5,5,无,16,79.75
无,,,45.0,35.0,45.0,25.0,2,3,3,2,1,1,2,1,3,1,3,2,2,2,1,1,2,1,2,2,2026/8/7 14:50:50,110秒,链接,直接访问,2,2,无,16,38.0
无,,,45.0,35.0,35.0,35.0,3,2,2,2,2,1,2,2,3,2,1,1,2,3,1,1,3,1,1,2,2026/8/7 14:51:19,102秒,链接,直接访问,3,1,无,16,37.5
无,,,85.0,85.0,75.0,85.0,3,5,3,4,5,5,4,3,5,5,4,4,4,5,4,3,4,4,4,5,2026/8/7 14:51:32,115秒,微信,,4,4,无,16,82.5
无,,,50.0,35.0,35.0,35.0,1,3,2,1,1,2,2,2,3,3,3,3,1,2,1,1,1,1,2,2,2026/8/7 14:52:07,131秒,链接,直接访问,1,2,无,16,38.75
无,,,90.0,95.0,95.0,90.0,4,5,4,5,4,4,5,5,5,4,5,5,4,5,5,5,4,5,4,5,2026/8/7 14:52:23,105秒,微信,,4,4,无,16,92.75
无,,,55.0,30.0,40.0,60.0,3,1,2,3,3,3,3,3,3,2,3,2,1,2,1,2,2,3,3,3,2026/8/7 14:52:51,109秒,链接,直接访问,2,3,无,16,44.75
无,,,50.0,35.0,45.0,50.0,3,3,3,2,2,3,2,3,1,3,3,3,1,1,2,1,2,2,1,2,2026/8/7 14:53:18,69秒,链接,直接访问,2,1,无,16,44.25
无,,,90.0,100.0,80.0,85.0,3,3,3,5,4,4,5,4,5,5,5,5,5,5,5,5,4,3,4,5,2026/8/7 14:53:27,124秒,微信,,4,4,无,16,89.5
无,,,45.0,55.0,50.0,40.0,3,3,1,3,2,1,3,2,3,2,1,3,3,3,2,3,3,3,2,1,2026/8/7 14:53:29,123秒,链接,直接访问,3,2,无,16,48.25
无,,,75.0,85.0,95.0,80.0,3,5,4,5,4,4,5,3,5,3,4,5,4,4,4,5,5,3,5,5,2026/8/7 14:53:41,82秒,微信,,5,5,无,16,84.0
无,,,35.0,40.0,35.0,35.0,2,3,1,1,1,3,1,2,3,1,1,3,1,2,2,2,1,2,2,1,2026/8/7 14:54:28,125秒,链接,直接访问,1,2,无,16,36.5
无,,,90.0,90.0,85.0,90.0,4,3,5,5,5,5,5,3,5,5,4,5,4,4,5,4,5,5,4,5,2026/8/7 14:54:31,66秒,微信,,5,4,无,16,88.75
无,,,30.0,45.0,30.0,45.0,2,1,1,3,3,2,3,1,1,1,2,3,2,3,1,1,2,2,2,1,2026/8/7 14:55:13,101秒,链接,直接访问,2,2,无,16,37.5
无,,,45.0,30.0,35.0,40.0,3,1,2,3,3,1,2,2,2,1,3,2,1,1,2,1,3,1,3,1,2026/8/7 14:55:16,87秒,链接,直接访问,3,3,无,16,37.0
无,,,95.0,90.0,85.0,90.0,5,5,3,5,5,5,4,4,5,4,5,5,4,4,5,4,4,5,4,4,2026/8/7 14:55:19,140秒,微信,,4,4,无,16,90.0
无,,,90.0,95.0,90.0,95.0,4,5,3,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,5,4,2026/8/7 14:55:59,88秒,微信,,5,5,无,16,92.5
无,,,85.0,95.0,85.0,80.0,4,5,3,5,4,5,4,3,5,4,4,5,4,5,5,4,5,4,5,5,2026/8/7 14:56:43,154秒,微信,,5,5,无,16,87.0
无,,,45.0,35.0,40.0,50.0,1,3,2,1,3,2,3,2,2,3,3,2,1,2,2,2,1,2,2,1,2026/8/7 14:57:07,134秒,手机提交,直接访问,1,2,无,16,41.75
无,,,55.0,30.0,45.0,40.0,3,3,1,3,2,3,1,2,3,3,2,3,1,1,1,2,2,2,2,3,2026/8/7 14:57:15,110秒,手机提交,直接访问,2,2,无,16,42.0
无,,,40.0,35.0,40.0,45.0,1,2,2,2,2,3,1,3,2,2,3,2,1,3,1,2,3,2,2,3,2026/8/7 14:57:56,83秒,手机提交,直接访问,3,2,无,16,39.5
(空),,,50.0,35.0,40.0,55.0,2,2,1,1,4,3,1,3,3,3,2,1,2,1,3,4,3,1,3,1,2026/8/7 14:59:14,35秒,微信,,3,3,(空),16,44.0
无,,,95.0,90.0,100.0,95.0,4,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,4,5,2026/8/7 14:59:43,160秒,微信,,5,4,无,16,94.75
无,,,40.0,35.0,30.0,50.0,3,2,1,1,2,3,2,3,1,3,1,1,2,1,3,2,1,2,2,3,2026/8/7 14:59:58,109秒,手机提交,直接访问,1,2,无,16,38.0
无,,,35.0,40.0,30.0,40.0,2,1,2,2,1,2,3,2,1,1,3,1,3,2,2,1,1,1,2,2,2026/8/7 15:00:21,103秒,手机提交,直接访问,1,2,无,16,36.25
无,,,100.0,95.0,95.0,95.0,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,2026/8/7 15:00:29,86秒,微信,,5,5,无,16,96.25
无,,,25.0,40.0,45.0,40.0,1,1,3,3,2,3,2,1,2,1,1,1,3,1,3,2,1,3,3,2,2026/8/7 15:00:42,101秒,手机提交,直接访问,1,3,无,16,37.5
无,,,35.0,55.0,25.0,25.0,1,1,2,1,1,2,1,1,2,3,1,3,3,2,3,1,2,3,3,2,2026/8/7 15:01:07,87秒,手机提交,直接访问,2,3,无,16,36.5
无,,,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2026/8/7 15:01:08,81秒,微信,,5,5,无,16,100.0
无,,,45.0,45.0,45.0,45.0,1,3,1,3,3,2,3,1,3,3,2,2,1,3,3,2,3,1,1,1,2026/8/7 15:01:43,93秒,手机提交,直接访问,3,1,无,16,45.0
无,,,95.0,100.0,100.0,100.0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2026/8/7 15:02:18,90秒,微信,,5,5,无,16,98.75
无,,,95.0,100.0,100.0,95.0,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2026/8/7 15:03:22,111秒,微信,,5,5,无,16,97.75
无,,,45.0,35.0,50.0,45.0,2,3,1,3,3,1,3,2,2,2,3,1,1,3,2,3,2,1,1,3,2026/8/7 15:03:32,94秒,手机提交,直接访问,2,1,无,16,43.25
无,,,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2026/8/7 15:03:48,68秒,微信,,5,5,无,16,100.0
无,,,100.0,95.0,100.0,95.0,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,2026/8/7 15:03:50,120秒,微信,,5,5,无,16,97.5
无,,,40.0,55.0,55.0,35.0,3,3,3,2,2,2,1,2,3,1,1,3,2,3,3,3,3,1,3,1,2026/8/7 15:04:18,99秒,手机提交,直接访问,3,3,无,16,47.25
无,,,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2026/8/7 15:04:48,97秒,微信,,5,5,无,16,100.0
无,,,100.0,100.0,100.0,95.0,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2026/8/7 15:05:18,70秒,微信,,5,5,无,16,99.0
无,,,40.0,45.0,35.0,25.0,2,2,1,2,2,1,1,1,2,2,2,2,3,1,3,2,2,3,3,3,2026/8/7 15:06:08,89秒,手机提交,直接访问,2,3,无,16,37.25
无,,,35.0,50.0,40.0,30.0,3,3,3,1,1,3,1,1,1,1,2,3,1,3,3,1,1,3,3,3,2026/8/7 15:06:16,106秒,手机提交,直接访问,1,3,无,16,39.75
无,,,55.0,40.0,35.0,35.0,3,1,3,1,1,3,1,2,3,2,3,3,1,3,1,2,1,3,3,3,2026/8/7 15:06:58,106秒,手机提交,直接访问,1,3,无,16,41.5
无,,,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2026/8/7 15:07:52,89秒,微信,,5,5,无,16,100.0
无,,,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2026/8/7 15:07:52,129秒,微信,,5,5,无,16,100.0
无,,,40.0,30.0,60.0,40.0,3,3,3,3,2,3,1,2,1,1,3,1,3,1,1,3,3,3,3,1,2026/8/7 15:08:10,136秒,手机提交,直接访问,3,3,无,16,42.0
无,,,30.0,40.0,45.0,25.0,1,3,1,2,1,1,1,2,1,1,3,1,1,3,3,3,3,3,3,3,2026/8/7 15:08:51,96秒,手机提交,直接访问,3,3,无,16,35.75
无,,,40.0,45.0,40.0,30.0,3,1,3,3,1,3,1,1,2,2,1,3,2,3,1,1,2,2,2,1,2026/8/7 15:09:01,125秒,手机提交,直接访问,2,2,无,16,39.5
无,,,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2026/8/7 15:09:20,141秒,微信,,5,5,无,16,100.0
无,,,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2026/8/7 15:09:30,119秒,微信,,5,5,无,16,100.0
无,,,40.0,25.0,40.0,25.0,2,1,3,1,1,2,1,1,3,2,1,1,2,1,1,3,1,1,3,3,2026/8/7 15:09:31,94秒,手机提交,直接访问,1,3,无,16,32.5
无,,,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2026/8/7 15:09:39,101秒,微信,,5,5,无,16,100.0
无,,,45.0,35.0,35.0,35.0,1,3,1,1,1,2,1,3,3,2,3,3,1,2,1,2,3,1,1,2,2026/8/7 15:10:51,106秒,手机提交,直接访问,3,1,无,16,37.5
无,,,50.0,35.0,45.0,40.0,3,1,2,3,1,3,3,1,1,3,3,1,1,2,3,3,1,1,1,2,2026/8/7 15:10:55,128秒,手机提交,直接访问,1,1,无,16,42.25
无,,,40.0,55.0,30.0,35.0,2,1,1,1,2,1,1,3,1,2,3,2,3,3,3,3,1,1,2,1,2026/8/7 15:11:22,119秒,手机提交,直接访问,1,2,无,16,41.0
无,,,30.0,50.0,35.0,50.0,2,1,2,3,3,1,3,3,2,1,1,2,3,2,3,1,3,1,2,1,2026/8/7 15:11:47,88秒,手机提交,直接访问,3,2,无,16,41.25
无,,,50.0,50.0,45.0,35.0,3,3,2,1,1,3,2,1,3,3,1,3,2,3,2,3,2,2,3,2,2026/8/7 15:12:57,80秒,手机提交,直接访问,2,3,无,16,45.75
无,,,35.0,50.0,50.0,50.0,1,2,3,3,3,3,2,2,2,1,3,3,3,3,1,2,2,1,2,2,2026/8/7 15:13:39,144秒,手机提交,直接访问,2,2,无,16,46.25
无,,,45.0,30.0,45.0,35.0,3,3,3,1,2,1,2,2,3,2,1,1,3,1,1,2,2,1,2,1,2026/8/7 15:14:58,87秒,微信,,2,2,无,16,38.5
无,,,45.0,30.0,30.0,40.0,2,2,1,1,3,3,1,1,3,3,1,2,1,2,1,2,1,1,1,1,2026/8/7 15:15:50,116秒,微信,,1,1,无,16,35.75
无,,,50.0,45.0,35.0,35.0,3,3,2,1,1,2,3,1,1,3,3,3,2,2,2,1,3,3,1,3,2026/8/7 15:17:18,79秒,微信,,3,1,无,16,41.75
无,,,30.0,40.0,45.0,40.0,3,2,1,3,2,3,2,1,1,1,1,3,2,2,1,3,2,1,3,3,2026/8/7 15:17:58,126秒,微信,,2,3,无,16,38.75
无,,,50.0,40.0,45.0,50.0,3,1,3,2,3,3,1,3,3,1,3,3,1,3,1,3,2,1,3,3,2026/8/7 15:18:50,75秒,微信,,2,3,无,16,45.75
无,,,55.0,35.0,45.0,45.0,3,2,2,3,2,3,2,2,2,3,3,3,1,2,1,2,1,2,1,1,2026/8/7 15:19:43,98秒,微信,,1,1,无,16,44.5
无,,,30.0,50.0,30.0,30.0,2,1,1,2,1,2,1,2,1,1,2,3,3,3,1,2,1,1,2,2,2026/8/7 15:20:32,114秒,微信,,1,2,无,16,36.0
无,,,35.0,45.0,45.0,50.0,2,1,2,3,3,3,2,2,3,1,1,2,1,3,3,3,1,1,3,2,2026/8/7 15:23:08,130秒,微信,,1,3,无,16,43.5
无,,,35.0,45.0,55.0,40.0,2,3,3,3,2,2,3,1,1,1,3,3,1,3,2,2,3,3,2,1,2026/8/7 15:24:05,107秒,微信,,3,2,无,16,44.0
无,,,30.0,30.0,45.0,25.0,1,3,1,2,2,1,1,1,1,3,1,1,1,1,3,3,2,2,3,2,2026/8/7 15:24:30,106秒,微信,,2,3,无,16,32.75
无,,,20.0,40.0,45.0,50.0,1,1,3,2,3,3,2,2,1,1,1,3,2,2,1,3,3,2,2,1,2026/8/7 15:25:12,80秒,微信,,3,2,无,16,38.25
无,,,35.0,40.0,45.0,40.0,2,1,2,3,2,2,2,2,1,2,2,3,3,1,1,3,3,2,3,3,2026/8/7 15:25:47,81秒,微信,,3,3,无,16,40.0
无,,,40.0,55.0,40.0,25.0,1,3,1,1,1,2,1,1,2,2,3,3,3,3,2,3,3,3,1,1,2026/8/7 15:26:39,66秒,微信,,3,1,无,16,41.5
(空),,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 15:28:20,36秒,微信,,1,1,(空),16,20.0
无,,,40.0,40.0,30.0,40.0,2,1,3,1,1,3,1,3,3,2,1,2,2,2,2,1,2,1,3,2,2026/8/7 15:28:31,135秒,微信,,2,3,无,16,37.5
无,,,25.0,40.0,45.0,30.0,1,3,1,3,1,2,1,2,1,1,2,2,2,2,2,2,3,3,1,3,2026/8/7 15:28:41,121秒,微信,,3,1,无,16,35.5
无,,,35.0,35.0,40.0,25.0,1,2,3,1,1,1,2,1,1,3,2,2,3,1,1,2,2,1,1,3,2026/8/7 15:29:20,120秒,微信,,2,1,无,16,34.25
无,,,50.0,45.0,35.0,40.0,2,2,3,1,1,3,3,1,3,3,2,2,3,3,1,1,3,2,3,1,2026/8/7 15:29:45,113秒,微信,,3,3,无,16,42.75
无,,,35.0,30.0,30.0,55.0,1,2,2,1,2,3,3,3,3,2,1,1,2,2,1,1,1,2,2,2,2026/8/7 15:30:50,83秒,微信,,1,2,无,16,36.25
无,,,25.0,40.0,40.0,35.0,2,2,1,3,1,2,2,2,1,1,1,2,2,3,1,2,1,3,3,1,2026/8/7 15:31:55,121秒,微信,,1,3,无,16,35.25
无,,,25.0,40.0,35.0,40.0,2,1,2,3,1,2,2,3,1,1,1,1,3,2,2,1,2,3,2,3,2026/8/7 15:32:20,82秒,微信,,2,2,无,16,35.0
无,,,40.0,40.0,50.0,25.0,1,3,3,2,2,1,1,1,3,1,3,1,1,3,3,2,2,3,1,2,2026/8/7 15:32:35,65秒,微信,,2,1,无,16,39.5
无,,,25.0,25.0,50.0,40.0,1,3,2,2,2,3,1,2,2,1,1,1,2,1,1,3,1,1,2,1,2026/8/7 15:33:30,95秒,微信,,1,2,无,16,34.25
无,,,25.0,45.0,40.0,35.0,1,1,2,2,1,2,1,3,1,1,2,2,3,2,2,3,3,2,1,1,2026/8/7 15:34:43,85秒,微信,,3,1,无,16,36.75
无,,,25.0,40.0,40.0,55.0,1,3,2,1,3,3,2,3,2,1,1,1,3,1,3,2,1,1,3,3,2026/8/7 15:34:48,142秒,微信,,1,3,无,16,39.25
无,,,25.0,30.0,50.0,35.0,1,3,2,2,1,1,2,3,2,1,1,1,3,1,1,3,3,2,3,1,2026/8/7 15:34:55,127秒,微信,,3,3,无,16,34.75
无,,,25.0,30.0,30.0,45.0,1,1,2,1,2,1,3,3,2,1,1,2,2,1,1,2,1,3,1,2,2026/8/7 15:35:57,79秒,微信,,1,1,无,16,31.75
无,,,45.0,25.0,35.0,35.0,1,1,1,2,1,2,2,2,3,3,2,1,2,1,1,3,1,2,2,1,2026/8/7 15:36:49,113秒,微信,,1,2,无,16,34.5
无,,,35.0,35.0,30.0,20.0,1,2,1,2,1,1,1,1,1,2,3,1,1,2,3,1,3,2,3,3,2026/8/7 15:37:41,116秒,微信,,3,3,无,16,30.75
无,,,35.0,40.0,35.0,35.0,2,2,2,1,3,2,1,1,3,1,1,2,2,2,2,2,2,3,3,2,2026/8/7 15:37:45,85秒,微信,,2,3,无,16,36.5
无,,,35.0,35.0,35.0,55.0,1,2,1,1,3,2,3,3,2,1,3,2,1,1,3,3,1,3,2,1,2026/8/7 15:38:50,95秒,微信,,1,2,无,16,39.0
无,,,45.0,35.0,25.0,25.0,2,1,1,1,1,1,2,1,3,1,3,1,2,2,2,2,2,2,3,3,2026/8/7 15:39:19,94秒,微信,,2,3,无,16,33.0
无,,,45.0,35.0,40.0,40.0,2,2,2,1,1,3,1,3,2,2,3,2,2,2,1,3,3,1,2,2,2026/8/7 15:39:32,82秒,微信,,3,2,无,16,39.75
无,,,40.0,35.0,40.0,50.0,1,2,2,2,2,3,3,2,2,2,3,1,2,1,3,2,2,2,2,1,2026/8/7 15:40:45,121秒,微信,,2,2,无,16,40.5
无,,,30.0,35.0,25.0,40.0,2,1,1,2,3,3,1,1,1,2,1,2,1,2,2,1,2,2,3,2,2026/8/7 15:41:22,135秒,微信,,2,3,无,16,32.25
无,,,35.0,35.0,35.0,30.0,1,1,2,2,1,1,1,3,2,3,1,2,2,2,1,2,2,3,3,1,2026/8/7 15:41:29,110秒,微信,,2,3,无,16,34.0
无,,,40.0,30.0,35.0,35.0,2,1,2,2,3,1,1,2,1,3,2,1,2,2,1,2,1,2,1,1,2026/8/7 15:42:48,96秒,微信,,1,1,无,16,34.75
无,,,30.0,35.0,35.0,45.0,2,1,1,2,3,3,2,1,1,2,1,1,2,2,2,3,1,1,3,3,2026/8/7 15:43:23,107秒,微信,,1,3,无,16,35.75
无,,,45.0,45.0,35.0,30.0,2,2,1,2,1,2,2,1,3,3,1,2,2,2,3,2,3,3,1,2,2026/8/7 15:43:29,82秒,微信,,3,1,无,16,39.5
无,,,35.0,35.0,25.0,55.0,2,1,1,1,3,3,3,2,3,1,1,2,2,1,2,2,1,3,2,2,2026/8/7 15:45:09,132秒,微信,,1,2,无,16,36.5
无,,,55.0,35.0,35.0,35.0,2,1,1,2,3,1,1,2,3,3,3,1,2,2,2,3,1,3,1,2,2026/8/7 15:45:28,120秒,微信,,1,1,无,16,40.0
无,,,40.0,40.0,45.0,50.0,1,2,2,2,3,2,3,2,3,2,2,2,1,2,3,3,2,1,1,1,2026/8/7 15:45:35,107秒,微信,,2,1,无,16,43.25
无,,,50.0,35.0,30.0,35.0,2,2,1,2,2,1,2,2,2,3,3,2,2,1,2,1,1,3,3,3,2026/8/7 15:46:11,120秒,微信,,1,3,无,16,37.5
无,,,25.0,30.0,25.0,35.0,1,1,2,1,1,2,3,1,1,1,2,2,2,1,1,1,1,2,1,3,2026/8/7 15:47:32,132秒,微信,,1,1,无,16,28.5
无,,,20.0,20.0,30.0,40.0,1,1,2,2,2,1,3,2,1,1,1,1,1,1,1,1,1,2,1,2,2026/8/7 15:47:37,115秒,微信,,1,1,无,16,26.5
无,,,25.0,20.0,25.0,35.0,2,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2026/8/7 15:47:45,90秒,微信,,1,1,无,16,25.5
无,,,40.0,40.0,25.0,35.0,2,1,2,1,1,1,3,2,2,1,3,1,2,2,3,1,2,2,2,1,2026/8/7 15:48:20,92秒,微信,,2,2,无,16,35.25
无,,,40.0,30.0,30.0,40.0,2,2,1,2,3,2,2,1,2,3,1,1,1,2,2,1,1,3,1,1,2026/8/7 15:49:27,133秒,微信,,1,1,无,16,34.5
无,,,30.0,30.0,35.0,40.0,2,1,1,2,3,2,1,2,1,2,1,2,1,1,2,3,1,1,1,2,2026/8/7 15:49:45,123秒,微信,,1,1,无,16,33.25
无,,,25.0,25.0,35.0,40.0,1,1,2,2,3,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2026/8/7 15:49:47,102秒,微信,,2,2,无,16,30.5
无,,,40.0,35.0,30.0,40.0,2,1,1,2,2,3,2,1,2,2,2,2,1,1,3,2,2,1,2,2,2026/8/7 15:50:44,79秒,微信,,2,2,无,16,36.0
无,,,40.0,30.0,35.0,35.0,2,1,2,2,2,1,3,1,2,2,2,1,2,1,2,2,3,3,3,2,2026/8/7 15:50:49,129秒,微信,,3,3,无,16,34.75
无,,,40.0,30.0,35.0,50.0,1,2,1,1,3,2,3,2,2,2,3,2,1,2,1,3,2,1,3,1,2026/8/7 15:51:09,84秒,微信,,2,3,无,16,37.75
